113  0.001 10000.0
  2.841600  2.652825  2.477933  2.316000  2.166217  2.027749  1.900177  1.782183
  1.673341  1.573091  1.480508  1.395330  1.317008  1.245026  1.178813  1.117922
  1.061946  1.010353  0.962932  0.919249  0.878556  0.841314  0.807242  0.776230
  0.747782  0.721545  0.697604  0.675619  0.655711  0.637859  0.622037  0.608348
  0.596633  0.587405  0.579757  0.573867  0.570707  0.569141  0.570861  0.573167
  0.577501  0.584827  0.593431  0.604098  0.616699  0.631092  0.645980  0.661825
  0.677919  0.697452  0.714790  0.730888  0.749077  0.765782  0.783923  0.799787
  0.814727  0.829692  0.843483  0.856740  0.868876  0.880148  0.890586  0.900289
  0.909386  0.917774  0.925704  0.933185  0.939922  0.946350  0.951791  0.957370
  0.962579  0.967093  0.971478  0.975449  0.978965  0.982084  0.985170  0.988050
  0.990888  0.992634  0.994972  0.997524  0.999038  1.000751  1.001369  1.002544
  1.003629  1.004160  1.004832  1.005368  1.005858  1.006316  1.006890  1.007459
  1.008072  1.008237  1.008707  1.009325  1.009613  1.010040  1.010228  1.010621
  1.011021  1.011283  1.011592  1.011857  1.012101  1.012308  1.012525  1.012711
  1.012882

  3.980117  3.734509  3.505645  3.291368  3.087251  2.897023  2.717607  2.551399
  2.396707  2.252265  2.118282  1.993702  1.878208  1.771442  1.672927  1.582013
  1.498216  1.420413  1.349003  1.283214  1.221618  1.165183  1.113114  1.065713
  1.021996  0.981278  0.943880  0.909169  0.877095  0.847664  0.820981  0.796959
  0.775436  0.756456  0.739740  0.725239  0.713394  0.703610  0.697714  0.692626
  0.689900  0.690564  0.692785  0.697488  0.704576  0.713874  0.723909  0.735201
  0.746993  0.762634  0.776092  0.788385  0.803003  0.816208  0.830892  0.843437
  0.855109  0.866801  0.877290  0.887081  0.896075  0.904276  0.911727  0.918526
  0.924824  0.929916  0.934777  0.939304  0.942864  0.946258  0.948590  0.951240
  0.953610  0.955312  0.957004  0.958377  0.959413  0.960165  0.960977  0.961713
  0.962510  0.962410  0.962927  0.963718  0.963660  0.963851  0.963151  0.962993
  0.962815  0.962208  0.961772  0.961267  0.960788  0.960336  0.960024  0.959764
  0.959587  0.959126  0.958936  0.958897  0.958647  0.958532  0.958270  0.958184
  0.958128  0.957992  0.957922  0.957854  0.957786  0.957718  0.957679  0.957651
  0.957640

  4.551203  4.292889  4.050586  3.820990  3.595748  3.384045  3.179710  2.990021
  2.811830  2.643127  2.485920  2.338709  2.201190  2.073248  1.954854  1.845285
  1.744078  1.649752  1.563247  1.483732  1.409838  1.341938  1.278318  1.220398
  1.167158  1.117865  1.072634  1.030738  0.991781  0.955865  0.923157  0.893462
  0.866601  0.842366  0.820768  0.801652  0.785220  0.771069  0.760977  0.751822
  0.745209  0.742204  0.740910  0.742321  0.746353  0.752811  0.760137  0.768876
  0.778248  0.791667  0.802931  0.813095  0.825743  0.837082  0.850145  0.861147
  0.871395  0.881812  0.891079  0.899683  0.907663  0.914734  0.920975  0.926560
  0.931663  0.935727  0.939646  0.943295  0.945982  0.948585  0.950240  0.952265
  0.954110  0.955411  0.956785  0.957953  0.958921  0.959726  0.960665  0.961620
  0.962706  0.963051  0.964002  0.965241  0.965740  0.966492  0.966430  0.966891
  0.967337  0.967375  0.967572  0.967697  0.967816  0.967941  0.968190  0.968469
  0.968809  0.968830  0.969109  0.969519  0.969681  0.969958  0.970040  0.970290
  0.970553  0.970715  0.970919  0.971095  0.971255  0.971394  0.971545  0.971691
  0.971838

  4.837287  4.591490  4.358775  4.135116  3.909161  3.694552  3.482225  3.284419
  3.096472  2.915662  2.746042  2.585666  2.434635  2.292865  2.161023  2.038433
  1.924775  1.818109  1.720337  1.630431  1.546597  1.469572  1.397342  1.331590
  1.271172  1.215259  1.163969  1.116500  1.072544  1.031929  0.994803  0.960990
  0.930289  0.902286  0.877192  0.854786  0.835141  0.817941  0.804940  0.792970
  0.783669  0.778118  0.774369  0.773447  0.775301  0.779763  0.785213  0.792256
  0.800082  0.812266  0.822305  0.831302  0.842974  0.853355  0.865440  0.875509
  0.884812  0.894238  0.902675  0.910676  0.917534  0.923558  0.928924  0.933711
  0.938086  0.941468  0.944764  0.947864  0.950138  0.952382  0.953777  0.955571
  0.957226  0.958387  0.959673  0.960823  0.961744  0.962509  0.963421  0.964352
  0.965415  0.965744  0.966679  0.967908  0.968426  0.969206  0.969226  0.969763
  0.970291  0.970428  0.970714  0.970914  0.971092  0.971257  0.971527  0.971815
  0.972151  0.972166  0.972430  0.972820  0.972966  0.973222  0.973292  0.973521
  0.973755  0.973876  0.974049  0.974212  0.974347  0.974457  0.974580  0.974699
  0.974821

  4.953264  4.729679  4.515652  4.307092  4.091584  3.884624  3.675307  3.479387
  3.291033  3.107016  2.933057  2.766842  2.608795  2.459099  2.318902  2.187707
  2.065455  1.949579  1.843392  1.745640  1.653944  1.569768  1.491057  1.419418
  1.353159  1.291108  1.234434  1.182411  1.134302  1.089910  1.049349  1.012312
